product_id,order_count,product_name,aisle_id,department_id,cart_order,Water,Energy,Protein,Total lipid (fat),"Carbohydrate, by difference"
6187,1874,Raisin Bran Cereal,121,14,6.68,8.85,1800.0,5.79,14.3,69.6
35628,1872,Organic Strawberry Smoothie,120,16,6.16,90.8,,0.641,0.22,7.96
29987,1857,Shredded Mozzarella,21,16,6.82,47.7,298.0,23.7,20.4,4.44
47402,1856,Fuji Apples,24,4,3.4,83.6,,0.148,0.162,15.7
15902,1850,100 Calorie  Per Bag Popcorn,23,19,6.31,,,,,
28934,1844,Frozen Broccoli Florets,116,1,5.74,90.0,31.0,2.57,0.34,6.27
17706,1840,Organic Whole Grain Wheat English Muffins,93,3,6.59,13.0,,11.1,3.04,71.1
18926,1840,Fat Free Strawberry Yogurt,120,16,6.27,79.0,347.0,8.06,0.15,12.2
44765,1839,Colby Cheese Sticks,21,16,6.71,15.8,,,82.2,
890,1831,Organic Diced Tomatoes,81,15,6.22,94.6,76.0,0.84,0.5,3.32
48364,1830,Sweet Onion,83,4,5.64,88.6,186.0,0.94,0.1,9.93
35921,1828,Organic Large Grade A Brown Eggs,86,16,5.19,86.3,55.0,10.7,0.0,2.36
35914,1810,Dha Omega 3 Reduced Fat 2% Milk,84,16,4.27,89.1,50.0,3.36,1.9,4.9
46820,1798,Vanilla Pure Almond Milk,91,16,5.12,96.5,,0.656,1.56,0.671
39947,1792,Blackberry Cucumber Sparkling Water,115,7,5.78,95.9,,0.625,0.178,2.95
23165,1786,Organic Leek,83,4,6.95,,,,,
39619,1785,Organic Tomato Basil Pasta Sauce,9,9,7.26,87.4,186.0,1.41,1.48,8.05
21376,1783,Pretzel Crisps Original Deli Style Pretzel Crackers,107,19,7.45,75.7,106.0,16.7,3.73,0.27
40723,1777,Organic Cripps Pink Apples,24,4,5.84,0.0,,23.4,1.2,
2825,1770,Organic Original Hommus,67,20,7.0,,,,,
48745,1768,Globe Eggplant,83,4,6.98,,,,,
38164,1768,Almonds & Sea Salt in Dark Chocolate,45,19,6.64,2.2,2590.0,20.4,57.8,16.2
18811,1762,Organic Apple Juice,98,7,5.23,88.1,,0.0859,0.286,11.4
40709,1761,Sea Salt & Vinegar Potato Chips,107,19,6.98,8.28,,8.11,0.951,79.9
17316,1756,Vitamin D Organic Whole Milk,84,16,4.54,88.1,251.0,3.27,3.2,4.63
35140,1754,Organic Whole Cashews,117,19,6.5,4.81,,17.4,38.9,36.3
25588,1750,Seedless Small Watermelon,24,4,4.92,79.9,,0.899,0.232,18.6
9339,1750,Organic Chicken & Apple Sausage,106,12,6.73,51.7,1370.0,13.3,28.7,3.37
13535,1744,Organic Medium Salsa,51,13,5.76,89.3,29.0,1.44,0.19,6.74
7503,1741,Whole Almonds,117,19,6.89,4.26,,21.5,51.1,20.0
10326,1730,Organic Fuji Apples,24,4,3.33,83.6,,0.148,0.162,15.7
11140,1724,Organic Romaine Leaf,123,4,5.81,94.7,70.0,1.24,0.26,3.24
30639,1722,Organic Orange Juice,98,7,5.15,88.2,,0.734,0.325,10.3
19048,1722,Organic Butternut Squash,83,4,6.59,,,,,
45051,1715,Pub Mix,107,19,3.78,,,,,
5025,1711,Green Onions,83,4,5.7,88.6,186.0,0.94,0.1,9.93
15541,1704,Original Almondmilk,91,16,3.39,,,,,
23734,1695,Sour Cream,108,16,5.89,72.6,,3.07,18.0,5.56
18288,1689,Sea Salt Potato Chips,107,19,6.31,8.28,,8.11,0.951,79.9
39581,1687,French Vanilla Creamer,53,16,4.87,,,,,
21019,1687,Roasted Red Pepper Hummus,67,20,6.33,91.9,,0.896,0.126,6.65
3798,1686,Pink Lady Apples,24,4,3.64,0.0,,23.4,1.2,
22362,1685,Original Rice Krispies Treats,61,19,4.67,12.1,365.0,7.19,3.85,75.5
47759,1684,Mandarin Oranges,24,4,6.32,86.7,196.0,0.91,0.15,11.8
16696,1676,Coke Classic,77,7,4.54,,,,,
17902,1675,Liquid Egg Whites,86,16,3.56,86.3,55.0,10.7,0.0,2.36
43394,1672,Organic Lactose Free Whole Milk,91,16,4.33,72.9,157.0,7.81,11.0,6.86
12456,1670,Organic Sunday Bacon,106,12,6.16,14.2,2090.0,40.9,36.5,2.1
28476,1661,Organic Small Curd Cottage Cheese,108,16,6.16,78.1,,11.6,4.22,4.6
5322,1659,Gluten Free Dark Chocolate Chunk Chewy with a Crunch Granola Bars,3,19,6.94,82.2,,1.04,0.192,16.2
43662,1645,"Yogurt, Strained Low-Fat, Coconut",120,16,6.27,89.8,,3.46,1.08,4.81
46584,1642,YoKids Blueberry & Strawberry/Vanilla Yogurt,120,16,6.62,,,,,
40545,1638,Berry Medley,116,1,5.83,,,,,
28156,1637,Total 0% Nonfat Plain Greek Yogurt,120,16,5.4,85.0,61.0,10.3,0.37,3.64
47912,1636,Vanilla Skyr Style Yogurt,120,16,5.65,86.6,,4.23,0.0875,8.08
46654,1632,Organic Grade A Large Brown Eggs,86,16,5.71,86.3,55.0,10.7,0.0,2.36
24841,1617,Aged White Cheddar Baked Rice & Corn Puffs Gluten Free Lunch Packs,107,19,7.82,11.6,359.0,6.94,1.3,79.8
23029,1613,Organic Uncured Sliced Black Forest Ham,96,20,7.32,70.7,507.0,19.6,3.68,2.36
22959,1613,Reduced Fat Milk 100% Lactose Free,91,16,4.41,89.1,50.0,3.36,1.9,4.9
46616,1611,Organic Dark Chocolate Peanut Butter Cups,45,19,5.57,1.1,,24.0,49.4,22.7
13424,1609,Almonds,45,19,3.57,4.32,,26.2,50.2,16.2
39108,1609,Pulp Free Orange Juice,31,7,4.68,88.2,,0.734,0.325,10.3
13042,1606,with Crispy Almonds Cereal,121,14,4.5,4.32,,26.2,50.2,16.2
20574,1597,Roasted Turkey,96,20,5.4,69.6,169.0,16.7,10.4,0.93
42356,1592,Strawberry Preserves,88,13,6.46,90.8,,0.641,0.22,7.96
3599,1590,Baked Aged White Cheddar Rice and Corn Puffs,23,19,7.15,11.6,359.0,6.94,1.3,79.8
19019,1588,Uncured Slow Cooked Ham,96,20,6.75,70.7,507.0,19.6,3.68,2.36
6873,1587,Organic Iceberg Lettuce,83,4,6.46,95.5,,0.742,0.0738,3.37
20738,1585,Plain Bagels,93,3,6.39,86.6,,4.23,0.0875,8.08
48559,1580,Synergy Organic Kombucha Gingerberry,31,7,5.32,,,,,
2962,1578,"Milk, Reduced Fat, 2% Milkfat",84,16,3.94,89.1,50.0,3.36,1.9,4.9
43504,1571,Organic Chicken Strips,34,1,6.92,74.7,,17.9,7.16,0.0
49191,1568,Cran Raspberry Sparkling Water,115,7,5.28,85.6,,1.01,0.188,12.9
8309,1567,Nonfat Icelandic Style Strawberry Yogurt,120,16,6.36,79.0,347.0,8.06,0.15,12.2
37029,1557,Cream Cheese Spread,108,16,7.15,54.7,,5.79,33.5,4.56
10831,1552,Yobaby Organic Plain Yogurt,120,16,5.78,86.6,,4.23,0.0875,8.08
48628,1552,Organic Whole Wheat Bread,112,3,6.01,38.7,1060.0,12.3,3.55,43.1
27744,1546,Organic Whipping Cream,53,16,4.92,58.1,,2.02,35.6,3.8
44560,1546,Kids Organic Chocolate Chip ZBars,3,19,7.35,,,,,
34668,1541,Organic Large Grade AA Omega-3 Eggs,86,16,5.33,86.3,55.0,10.7,0.0,2.36
5194,1541,Organic Bunny Fruit Snacks Berry Patch,50,19,7.56,88.1,,0.0859,0.286,11.4
21572,1537,Cheez-It Cheddar Cracker,78,19,4.06,36.6,1710.0,23.3,34.0,2.44
32303,1536,Red Seedless Grapes,24,4,4.56,78.2,,0.914,0.164,20.2
49075,1533,Organic Brown Rice,38,1,6.32,12.1,365.0,7.19,3.85,75.5
10673,1531,Original Nooks & Crannies English Muffins,93,3,5.86,3.14,,14.6,69.7,10.9
45123,1528,Organic 21 Grain Thin Sliced Bread,112,3,5.85,13.0,,11.1,3.04,71.1
44008,1525,Organic Greek Whole Milk Blended Vanilla Bean Yogurt,120,16,5.74,81.3,,8.78,4.39,4.75
5134,1522,Organic Thompson Seedless Raisins,117,19,7.82,79.9,,0.899,0.232,18.6
12576,1519,Kiwi Sandia Sparkling Water,115,7,6.03,79.0,376.0,19.0,0.94,0.08
31805,1516,Gourmet Tomato Medley,32,4,4.01,94.7,,0.696,0.425,3.84
36070,1512,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",123,4,6.47,92.5,,2.85,0.619,2.41
39984,1512,Organic Dill,16,4,6.24,94.7,12.0,0.48,0.43,1.99
30720,1510,Sugar Snap Peas,83,4,6.45,89.7,,1.97,0.275,7.41
39561,1509,Crackers Cheddar Bunnies Snack Packs,78,19,7.96,36.6,1710.0,23.3,34.0,2.44
5612,1501,Reduced Fat Milk,84,16,5.0,89.1,50.0,3.36,1.9,4.9
16283,1497,Fresh Asparagus,83,4,3.21,,,,,
4149,1497,Frozen Organic Blueberries,24,4,3.2,84.2,,0.703,0.306,14.6
25133,1494,Organic String Cheese,21,16,5.19,36.6,1710.0,23.3,34.0,2.44
49383,1489,Organic Bunch Beets,83,4,7.03,,,,,
25718,1488,Cold Brew Coffee,26,7,4.74,,,,,
38739,1487,Hass Avocado,83,4,5.51,,,,,
13740,1484,Organic Summer Strawberry Bunny Fruit Snacks,50,19,7.74,90.8,,0.641,0.22,7.96
33055,1483,Organic Golden Delicious Apple,24,4,5.92,84.7,,0.188,0.212,14.8
47141,1482,Cola,77,7,3.98,,,,,
36735,1480,Organic Roasted Sliced Chicken Breast,96,20,6.78,74.8,,22.5,1.93,-0.368
13914,1479,Cheez-It Baked Snack Crackers,78,19,3.71,35.7,1130.0,9.43,3.59,49.2
16965,1479,Chocolate Ice Cream,37,1,5.0,58.1,,2.02,35.6,3.8
13517,1477,Whole Wheat Bread,112,3,6.13,38.7,1060.0,12.3,3.55,43.1
18234,1475,Organic Spinach Bunch,83,4,5.67,92.5,,2.85,0.619,2.41
7131,1471,Light Semisoft Cheese,21,16,4.82,,,,,
39993,1471,Vine Ripe Tomatoes,83,4,5.75,94.6,76.0,0.84,0.5,3.32
36472,1465,Nutri Grain Bars Multi Pack,48,14,4.13,13.0,,11.1,3.04,71.1
17207,1462,Non Fat Greek Yogurt,120,16,2.99,85.0,61.0,10.3,0.37,3.64
15613,1460,Salted Tub of Butter,36,16,6.31,15.8,,,82.2,
33572,1460,Lactose Free 2% Reduced Fat Milk,91,16,4.35,89.1,50.0,3.36,1.9,4.9
36316,1456,Lemon Sparkling Water,115,7,4.78,79.0,376.0,19.0,0.94,0.08
36929,1455,"Milk, Vitamin D",84,16,4.99,89.7,43.0,3.38,0.95,5.18
15872,1454,Celery Hearts,83,4,6.21,95.2,,0.492,0.162,3.32
2452,1447,Naturals Chicken Nuggets,129,1,7.34,74.7,,17.9,7.16,0.0
7521,1446,New Orleans Iced Coffee,26,7,4.55,69.9,648.0,22.8,6.39,0.0
12916,1446,Ginger Ale,77,7,4.97,,,,,
9825,1444,Organic Multigrain Waffles,52,1,6.83,,,,,
13380,1443,Organic Blue Corn Tortilla Chips,107,19,7.15,,,,,
32747,1440,Low Fat 1% Milk,84,16,4.78,89.8,,3.46,1.08,4.81
44799,1436,Fresh CA Grown Eggs,86,16,5.18,86.3,55.0,10.7,0.0,2.36
42719,1433,Natural Premium Coconut Water,98,7,5.2,4.69,,16.1,15.3,58.9
13198,1421,85% Lean Ground Beef,122,12,5.3,62.8,,17.5,19.4,0.0
26317,1419,Organic Lemonade,98,7,5.32,,,,,
7175,1418,Organic Whipped Naturally Buttery Spread,91,16,6.88,,,,,
28427,1415,Vitamin D Whole Milk,84,16,3.93,88.1,251.0,3.27,3.2,4.63
48775,1414,Organic Red Cabbage,83,4,7.03,91.1,,1.24,0.214,6.79
23543,1410,Organic Extra Large Brown Eggs,86,16,5.36,86.3,55.0,10.7,0.0,2.36
38400,1408,Asparation/Broccolini/Baby Broccoli,83,4,6.05,92.5,,2.85,0.619,2.41
11266,1404,Dried Mangos,117,19,3.8,7.98,376.0,79.9,0.65,6.02
14870,1400,Icelandic Style Fat Free Plain Yogurt,120,16,5.66,86.6,,4.23,0.0875,8.08
4793,1396,Wild Berry Smoothie,120,16,6.11,,,,,
19706,1393,Organic Nectarine,24,4,7.3,89.0,39.0,1.06,0.28,9.18
41658,1390,Authentic French Brioche Hamburger Buns,43,3,6.28,,,,,
32691,1386,Vanilla Ice Cream,37,1,4.78,58.1,,2.02,35.6,3.8
32566,1385,Dha Omega 3 Vitamin D Milk,84,16,4.57,89.7,43.0,3.38,0.95,5.18
4421,1383,Organic Beef Uncured Hot Dogs,106,12,6.72,54.6,1310.0,11.7,28.0,2.89
13292,1382,"Juice Beverage, Cold Pressed, Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon",31,7,4.73,95.2,,0.492,0.162,3.32
34262,1370,Hint Of Sea Salt Almond Nut Thins,78,19,6.34,2.2,2590.0,20.4,57.8,16.2
9755,1370,Original Popcorn,23,19,5.56,,,,,
27548,1364,Original Semisoft Cheese,21,16,7.11,36.6,1710.0,23.3,34.0,2.44
21174,1363,I Heart Baby Kale,123,4,6.01,89.6,35.0,2.92,1.49,4.42
17795,1362,Organic Green Leaf Lettuce,83,4,5.87,94.0,,1.09,0.156,4.07
32734,1361,Spaghetti,131,9,6.59,87.4,186.0,1.41,1.48,8.05
18441,1355,Organic Ketchup,72,13,6.2,68.5,488.0,1.11,0.55,26.8
14161,1354,Kiwi,24,4,5.17,,,,,
13829,1354,Mild Salsa,51,13,7.27,89.3,29.0,1.44,0.19,6.74
29223,1348,Golden Pineapple,24,4,3.32,85.0,,0.461,0.211,14.1
11712,1347,Cage Free Large White Eggs,86,16,5.01,86.3,55.0,10.7,0.0,2.36
19156,1340,Fat Free Blueberry Yogurt,120,16,6.65,84.2,,0.703,0.306,14.6
48205,1336,Spinach,123,4,5.63,92.5,,2.85,0.619,2.41
29926,1335,Roasted & Salted Almonds,117,19,6.66,2.2,2590.0,20.4,57.8,16.2
7559,1331,Cinnamon Rolls with Icing,105,13,6.96,10.2,,13.5,5.89,68.7
7916,1328,Grilled Chicken Breast,13,20,4.59,74.8,,22.5,1.93,-0.368
41065,1327,Organic Yellow Squash,83,4,6.92,83.7,61.0,4.25,3.38,5.3
48857,1326,Authentic French Brioche,93,3,5.15,,,,,
5068,1324,Cauliflower Florets,32,4,4.35,,,,,
31981,1316,1% Low Fat Milk,84,16,4.52,89.8,,3.46,1.08,4.81
37220,1314,Organic Strawberry Fruit Spread,88,13,7.14,90.8,,0.641,0.22,7.96
11782,1312,Bing Cherries,24,4,5.97,82.2,,1.04,0.192,16.2
41588,1305,Firm Tofu,14,20,6.01,,,,,
47630,1300,Medium Navel Orange,24,4,5.46,86.7,196.0,0.91,0.15,11.8
5818,1297,White Onion,83,4,5.62,91.3,148.0,0.89,0.13,7.68
21543,1292,Organic Quick Oats,130,14,6.51,8.86,,13.2,6.31,69.9
24221,1291,Organic Red Grapes,24,4,6.88,78.2,,0.914,0.164,20.2
18918,1291,Organic Chopped Spinach,116,1,6.51,92.5,,2.85,0.619,2.41
5456,1289,Green Tea With Ginseng and Honey,96,20,6.63,91.9,,0.961,0.228,6.38
33401,1289,Goat Cheese Crumbles,21,16,6.43,51.9,,19.7,19.1,5.58
47788,1286,Honeydew Melon,24,4,5.7,90.2,141.0,0.82,0.18,8.16
12384,1286,Organic Lactose Free 1% Lowfat Milk,91,16,4.76,89.7,43.0,3.38,0.95,5.18
36724,1286,Organic Sea Salt Roasted Seaweed Snacks,66,6,6.48,2.2,2590.0,20.4,57.8,16.2
39190,1283,Vanilla Unsweetened Almond Milk,91,16,5.52,96.5,,0.656,1.56,0.671
12606,1278,100% Natural Spring Water,115,7,3.55,79.0,376.0,19.0,0.94,0.08
31964,1274,Passionfruit Sparkling Water,115,7,4.64,79.0,376.0,19.0,0.94,0.08
45948,1274,Gluten Free 7 Grain Bread,112,3,5.64,72.9,,17.3,9.59,0.0
12099,1272,Honey Greek Yogurt,120,16,5.23,85.0,61.0,10.3,0.37,3.64
6347,1266,Unsweetened Almond Milk,91,16,4.2,96.5,,0.656,1.56,0.671
20345,1264,Thin Crust Pepperoni Pizza,79,1,5.36,,,,,
19894,1261,Enlightened Organic Raw Kombucha,31,7,4.99,84.2,,0.703,0.306,14.6
27336,1261,Organic Rainbow Carrots,123,4,6.45,89.3,,0.805,0.138,9.08
6287,1258,Organic & Raw Strawberry Serenity Kombucha,31,7,5.41,90.8,,0.641,0.22,7.96
17652,1257,Air Chilled Breaded Chicken Breast Nuggets,129,1,6.88,74.8,,22.5,1.93,-0.368
30591,1249,Cinnamon Brown Sugar Breakfast Biscuits,48,14,4.02,12.1,365.0,7.19,3.85,75.5
16262,1248,Everything Bagels,93,3,6.74,,,,,
11576,1248,Corn Chips,107,19,6.12,,,,,
42110,1245,Organic Macaroni Shells & Real Aged Cheddar,4,9,7.33,36.6,1710.0,23.3,34.0,2.44
30353,1241,Curate Cherry Lime Sparkling Water,115,7,5.5,82.2,,1.04,0.192,16.2
2120,1240,Sauvignon Blanc,62,5,3.31,,,,,
13263,1237,Non Fat Acai & Mixed Berries Yogurt,120,16,6.22,86.6,,4.23,0.0875,8.08
25513,1235,Boomchickapop Sea Salt Popcorn,23,19,6.33,15.8,,,82.2,
19173,1230,Orange Calcium & Vitamin D Pulp Free,98,7,5.71,90.8,144.0,3.43,0.08,4.92
17313,1228,Hass Avocado Variety,24,4,3.3,,,,,
1559,1226,Cherry Pomegranate Greek Yogurt,120,16,7.46,85.0,61.0,10.3,0.37,3.64
21927,1221,Organic Boneless Skinless Chicken Breast,35,12,5.1,74.8,,22.5,1.93,-0.368
42803,1218,Organic Apple Slices,50,19,4.92,42.3,,23.5,28.1,2.45
26800,1217,Organic Baby Kale Mix,123,4,6.35,89.6,35.0,2.92,1.49,4.42
29307,1216,Baby Arugula,123,4,5.86,92.5,,2.85,0.619,2.41
6182,1208,Natural Artesian Bottled Water,115,7,3.34,90.9,37.0,0.55,0.7,7.59
42500,1208,Orange & Lemon Flavor Variety Pack Sparkling Fruit Beverage,77,7,3.55,86.7,196.0,0.91,0.15,11.8
5769,1207,Organic Chicken Stock,69,15,4.06,74.7,,17.9,7.16,0.0
27690,1206,Apple Cinnamon GoGo Squeez,50,19,7.35,83.6,,0.148,0.162,15.7
15937,1200,Shallot,83,4,6.01,,,,,
28601,1197,Collard Greens,83,4,5.76,91.9,,0.961,0.228,6.38
15649,1197,Baby Seedless Cucumbers,83,4,6.66,79.9,,0.899,0.232,18.6
19508,1195,Corn Tortillas,128,3,6.2,,,,,
21333,1191,Original Whipped Cream Cheese,108,16,6.14,54.7,,5.79,33.5,4.56
4942,1190,Vanilla Almond Breeze,91,16,4.88,4.32,,26.2,50.2,16.2
16521,1187,Walnut Halves & Pieces,117,19,7.03,3.14,,14.6,69.7,10.9
14633,1187,Veggie Chips,107,19,6.14,,,,,
21872,1186,Organic Italian Salad,123,4,5.75,50.9,1350.0,18.2,26.2,2.15
17224,1183,Oats & Honey Gluten Free Granola,3,19,7.34,8.86,,13.2,6.31,69.9
11365,1176,Leaf Spinach,32,4,2.63,94.0,,1.09,0.156,4.07
26131,1176,Mixed Berries Whole Milk Icelandic Style Skyr Yogurt,120,16,6.1,85.3,,3.82,4.48,5.57
9020,1176,Boneless Skinless Chicken Thighs,35,12,5.07,72.9,,18.6,7.92,-0.406
43631,1176,Diet Coke,77,7,3.89,,,,,
10441,1175,Dry Roasted Almonds,117,19,3.52,2.2,2590.0,20.4,57.8,16.2
35898,1174,Original Hot Sauce,72,13,6.25,89.3,29.0,1.44,0.19,6.74
35887,1171,Organic Mixed Vegetables,116,1,6.66,93.6,86.0,1.04,0.39,4.11
6740,1170,Organic Braeburn Apple,24,4,6.87,83.6,,0.148,0.162,15.7
26914,1167,Bean & Cheese Burrito,38,1,3.97,12.3,,21.6,2.2,59.8
35535,1164,Organic Red Chard Greens,83,4,6.1,91.1,,1.24,0.214,6.79
2326,1163,Organic Blueberry Waffles,52,1,6.68,84.2,,0.703,0.306,14.6
11440,1160,Chicken Breast Tenders Breaded,129,1,6.7,74.8,,22.5,1.93,-0.368
29662,1157,Potato Yukon Gold Organic,83,4,6.21,81.1,,1.81,0.264,16.0
20734,1155,Organic Medjool Dates,117,19,5.93,,,,,
12206,1154,Basil Pesto,9,9,6.74,,,,,
5550,1154,YoBaby Peach Pear Yogurt,120,16,6.33,84.1,57.0,0.38,0.16,15.1
11512,1153,Honey Yoghurt,120,16,6.01,,,,,
32740,1151,Cold-Brew Black Coffee,26,7,4.51,0.0,,24.4,1.45,
45200,1150,Organic Cauliflower,83,4,6.08,,,,,
12745,1147,"Yogurt, Lowfat, Strawberry",120,16,6.8,79.0,347.0,8.06,0.15,12.2
29941,1145,Red Plums,24,4,6.72,91.1,,1.24,0.214,6.79
40198,1143,Blueberry Yoghurt,120,16,6.84,84.2,,0.703,0.306,14.6
116,1142,English Muffins,93,3,4.18,3.14,,14.6,69.7,10.9
13032,1141,Cinnamon Toast Crunch,121,14,4.95,,,,,
9421,1141,Organic Raw Multigreen Kobmbucha,31,7,5.5,84.2,,0.703,0.306,14.6
11068,1137,Medium Cheddar Cheese Block,21,16,6.52,54.7,,5.79,33.5,4.56
16617,1134,Organic Muenster Cheese Slices,21,16,7.31,42.3,,23.5,28.1,2.45
49610,1133,100% Lactose Free Fat Free Milk,91,16,4.22,90.8,144.0,3.43,0.08,4.92
35470,1130,Water Mineral,115,7,1.97,79.0,376.0,19.0,0.94,0.08
26047,1126,Tuna Salad,1,20,5.69,79.0,376.0,19.0,0.94,0.08
40063,1126,Gluten Free Chocolate Chip Cookies,61,19,6.77,8.85,1800.0,5.79,14.3,69.6
6631,1125,No Pulp Calcium & Vitamin D Pure Orange Juice,31,7,5.67,88.2,,0.734,0.325,10.3
17630,1125,YoKids Squeeze! Organic Strawberry Flavor Yogurt,120,16,6.1,79.0,347.0,8.06,0.15,12.2
781,1123,Organic Shredded Mild Cheddar,21,16,6.91,36.6,1710.0,23.3,34.0,2.44
9292,1122,Half And Half Ultra Pasteurized,84,16,2.98,88.3,201.0,10.1,0.16,0.74
48142,1121,Diet,77,7,3.1,,,,,
3583,1121,Unsweetened Coconut Milk Beverage,84,16,5.02,96.5,,0.656,1.56,0.671
45763,1120,Mini Seedless Cucumbers,83,4,5.63,79.9,,0.899,0.232,18.6
31102,1117,Sugar Free Energy Drink,64,7,3.43,0.02,385.0,0.0,0.32,99.6
45104,1117,ALMONDBREEZE UNSWEETENED,91,16,5.64,96.5,,0.656,1.56,0.671
36127,1115,Freshly Squeezed Orange Juice,31,7,5.38,88.2,,0.734,0.325,10.3
4562,1113,English Seedless Cucumber,83,4,6.43,79.9,,0.899,0.232,18.6
19511,1113,Half And Half,53,16,4.2,,,,,
44449,1112,Organic Tomato Sauce,81,15,6.28,94.7,,0.696,0.425,3.84
39812,1112,Organic Thyme,16,4,5.97,,,,,
5782,1109,Grade A Large White Eggs,86,16,5.06,86.3,55.0,10.7,0.0,2.36
13838,1107,Natural Free & Clear Dish Liquid,74,17,6.11,90.8,144.0,3.43,0.08,4.92
2748,1102,Organic Reduced Fat Omega-3 Milk,84,16,4.61,89.1,50.0,3.36,1.9,4.9
7021,1102,Organic Tomato Paste,81,15,6.54,94.7,,0.696,0.425,3.84
38544,1101,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,120,16,6.31,85.3,,3.82,4.48,5.57
16589,1098,Plantain Chips,107,19,5.68,,,,,
28928,1098,Uncured Black Forest Ham,96,20,6.75,70.7,507.0,19.6,3.68,2.36
25824,1097,Pita Chips Simply Naked,107,19,6.83,,,,,
28993,1095,Iceberg Lettuce,83,4,5.74,95.5,,0.742,0.0738,3.37
5120,1094,Organic Vanilla Soymilk,91,16,4.67,,,,,
1244,1088,Organic Orange Bell Pepper,83,4,7.76,91.9,,0.882,0.156,6.7
46088,1088,Beer,27,5,3.05,,,,,
3464,1087,"Organic Butterhead (Boston, Butter, Bibb) Lettuce",83,4,6.98,95.5,,0.742,0.0738,3.37
6532,1081,Organic YoKids Very Berry Smoothies,120,16,5.89,,,,,
26384,1079,Large Brown Eggs,86,16,4.78,86.3,55.0,10.7,0.0,2.36
4962,1077,Yotoddler Organic Pear Spinach Mango Yogurt,120,16,5.83,84.1,57.0,0.38,0.16,15.1
28373,1072,Original Rotisserie Chicken,13,20,4.84,74.7,,17.9,7.16,0.0
7156,1070,Traditional Plain Greek Yogurt,120,16,5.54,85.0,61.0,10.3,0.37,3.64
22474,1068,Cheddar Bunnies Snack Crackers,78,19,8.22,36.6,1710.0,23.3,34.0,2.44
34197,1067,Goat Milk,84,16,4.52,72.9,157.0,7.81,11.0,6.86
21295,1066,Organic Spaghetti Squash,83,4,6.39,87.4,186.0,1.41,1.48,8.05
130,1061,Vanilla Milk Chocolate Almond Ice Cream Bars Multi-Pack,37,1,3.05,96.5,,0.656,1.56,0.671
49131,1059,Smoked Turkey Breast Slices,96,20,6.89,74.8,,22.5,1.93,-0.368
12614,1059,Yellow Grape Tomatoes,83,4,6.78,92.5,113.0,0.83,0.63,5.51
14651,1058,Tommy/Kent/Keitt/Haden Mango,24,4,7.11,,,,,
43875,1058,Baby Food Stage 2 Blueberry Pear & Purple Carrot,92,18,7.33,89.3,,0.805,0.138,9.08
17027,1056,Avocado Roll,13,20,5.49,10.2,,13.5,5.89,68.7
25753,1056,Organic Homestyle Waffles,52,1,6.99,,,,,
19006,1054,Dark Chocolate Pretzels with Sea Salt,107,19,6.99,15.8,,,82.2,
29370,1054,Organic White Cheddar Popcorn,23,19,6.45,36.6,1710.0,23.3,34.0,2.44
3265,1052,Mini Seedless Watermelon Pack,32,4,4.35,79.9,,0.899,0.232,18.6
28553,1052,Whole Strawberries,116,1,5.8,90.8,,0.641,0.22,7.96
45747,1051,Curate Melon Pomelo Sparking Water,115,7,6.67,90.2,141.0,0.82,0.18,8.16
38273,1050,Marinara Pasta Sauce,9,9,6.8,87.4,186.0,1.41,1.48,8.05
24535,1048,Plain Whole Milk Yogurt,120,16,5.65,85.3,,3.82,4.48,5.57
42557,1048,Crunchy Almond Butter,88,13,6.36,1.75,,20.8,53.0,21.2
30949,1047,Organic YoKids Smoothie Strawberry Banana Lowfat Yogurt,120,16,6.34,79.0,347.0,8.06,0.15,12.2
14462,1047,Sliced Black Olives,110,13,6.69,42.3,,23.5,28.1,2.45
10305,1046,Black Plum,24,4,6.76,0.0,,24.4,1.45,
24759,1046,Club Soda,77,7,4.26,69.9,648.0,22.8,6.39,0.0
4656,1045,Raspberry Preserves,88,13,7.93,85.6,,1.01,0.188,12.9
31766,1045,Cheese Pizza Snacks,129,1,6.56,36.6,1710.0,23.3,34.0,2.44
30442,1045,Low Fat Vanilla Yogurt,120,16,5.48,89.8,,3.46,1.08,4.81
14218,1043,Grade A Large Eggs Cage Free Omega 3,86,16,5.18,86.3,55.0,10.7,0.0,2.36
22849,1042,Bunny-Luv Fresh Organic Carrots,123,4,5.9,89.3,,0.805,0.138,9.08
33147,1038,Organic Crimini Mushrooms,83,4,3.51,91.8,,3.09,0.197,4.01
21009,1037,"Crispy Wheat, Crackers",78,19,6.86,9.44,1550.0,15.1,2.73,71.2
22025,1037,YoBaby Blueberry Apple Yogurt,120,16,5.37,84.2,,0.703,0.306,14.6
46720,1037,Organic Free Range Chicken Broth,69,15,6.81,74.7,,17.9,7.16,0.0
8087,1034,Florida Orange Juice With Calcium & Vitamin D,31,7,5.41,89.7,43.0,3.38,0.95,5.18
43739,1033,Variety Diet Tea,94,7,2.98,,,,,
45190,1033,Vodka,124,5,2.43,,,,,
1398,1033,Ice Bag,37,1,3.43,,,,,
22556,1033,All Natural Apricot Sparkling Water,115,7,5.24,9.83,366.0,10.9,1.48,77.3
